Begin Header
Date,01/04/2002 18:12:00
X-Label,Nanometers
Y-Label,Arbitrary
NumPoints,283
StartValue,350
EndValue,600
Steps,1
GaussFilter,0
NoiseFilter,True
AmplCorrection,True
DarkCorrection,True
AddCycles,1
Iterations,1
AutoExposure,False
MaxCycleTime,10
ExposureTime,1000
CoolerFilter,False
CoolerTemp,293,4
End Header
nm,Value
350.1,0.001309
351,-0.0006124
351.9,-0.0003863
352.8,0.0001479
353.7,-7.631E-05
354.5,-3.434E-05
355.4,0.00115
356.3,-0.001883
357.2,-0.0002614
358.1,0.001086
358.9,0.004481
359.8,0.002837
360.7,-0.0008499
361.6,-0.002523
362.5,0.0007841
363.3,0.004205
364.2,0.002016
365.1,0.001052
366,0.0006754
366.9,0.0006029
367.7,0.003529
368.6,0.0005285
369.5,-0.002347
370.4,-0.001227
371.3,0.0006219
372.2,0.001284
373,0.0001088
373.9,0.0008318
374.8,-0.0002976
375.7,0.0004226
376.6,-0.001274
377.5,0.001083
378.3,0.0008204
379.2,0.002311
380.1,0.0004493
381,0.0004941
381.9,3.625E-05
382.7,0.0004665
383.6,0.001701
384.5,0.0007812
385.4,0.0004998
386.3,-0.0006363
387.2,0.0007669
388,7.536E-05
388.9,0.0008671
389.8,5.342E-05
390.7,0.0009062
391.6,0.0002804
392.5,-0.0006544
393.3,-0.0004884
394.2,-0.0008528
395.1,0.0005361
396,0.0101
396.9,0.001343
397.8,0.0003797
398.6,0.0007679
399.5,0.0007259
400.4,0.000269
401.3,1.336E-05
402.2,0.0004207
403.1,-0.0002108
403.9,-0.0002165
404.8,-0.0002309
405.7,0.0009377
406.6,0.0005609
407.5,0.0005266
408.3,4.483E-05
409.2,0.0005809
410.1,0.000186
411,0.0001316
411.9,0.0005828
412.8,0.0006372
413.6,0.0006401
414.5,0.0005218
415.4,0.0007088
416.3,-0.0002785
417.2,0.0006143
418,0.0002204
418.9,0.0008919
419.8,0.0006506
420.7,0.001301
421.6,0.0008251
422.5,0.0006658
423.3,0.001125
424.2,0.0007145
425.1,0.0003339
426,0.00062
426.9,0.02904
427.7,0.07057
428.6,0.009758
429.5,0.05661
430.4,0.002239
431.3,0.01459
432.2,0.1198
433,0.001689
433.9,0.0007889
434.8,0.001407
435.7,0.004286
436.6,0.01639
437.5,0.03646
438.3,0.005066
439.2,0.001933
440.1,0.003368
441,0.003622
441.9,0.002849
442.8,0.002245
443.7,0.0003463
444.5,0.001271
445.4,0.02009
446.3,0.03502
447.2,0.01116
448.1,0.002287
449,0.002371
449.9,0.01769
450.8,0.01308
451.6,0.0006048
452.5,0.0009348
453.4,-0.0002232
454.3,-7.154E-05
455.2,-0.0002967
456.1,0.0006782
457,0.0003463
457.8,0.0006725
458.7,0.000435
459.6,-0.0001469
460.5,8.013E-05
461.4,0.001125
462.3,0.0001851
463.2,0.0008785
464,0.001072
464.9,0.0002576
465.8,-0.0001078
466.7,5.723E-06
467.6,0.0002633
468.5,0.0004922
469.4,-0.0003711
470.2,0.0007603
471.1,0.0002709
472,0.0005905
472.9,0.0001469
473.8,0.000787
474.7,0.0006878
475.6,-4.674E-05
476.4,0.001282
477.3,0.0009339
478.2,0.0005952
479.1,-0.0003596
480,-0.000373
480.9,0.0002146
481.8,0.0001345
482.7,0.0007364
483.5,0.0003148
484.4,0.0001612
485.3,-9.921E-05
486.2,0.0000477
487.1,0.0003835
488,0.0009816
488.9,-3.148E-05
489.7,0.0009434
490.6,0.0003692
491.5,0.0002528
492.4,0.0009177
493.3,0.0005723
494.2,0.0006057
495.1,0.0005991
495.9,0.0002652
496.8,0.0004016
497.7,4.674E-05
498.6,0.0002394
499.5,0.0002614
500.4,0.0003978
501.3,-0.0002194
502.1,0.0001221
503,-0.0003157
503.9,0.0004188
504.8,0.0007698
505.7,2.862E-05
506.6,0.0004398
507.5,0.0007746
508.3,-0.0003787
509.2,0.0001736
510.1,0.0003482
511,0.0007612
511.9,-0.0004064
512.8,0.0003196
513.7,0.0006
514.6,0.0004102
515.4,0.0001994
516.3,0.0002013
517.2,-0.0005065
518.1,0.0007431
519,0.0005857
519.9,0.001235
520.8,0.001162
521.6,-0.0001975
522.5,-0.0001421
523.4,4.197E-05
524.3,-0.0001593
525.2,-0.0001469
526.1,0.00119
527,0.0006258
527.8,0.00058
528.7,6.964E-05
529.6,0.0004216
530.5,-0.0001021
531.4,0.0002824
532.3,0.0003215
533.2,-0.0003682
534,-2.194E-05
534.9,0.000332
535.8,0.0004913
536.7,4.006E-05
537.6,-3.529E-05
538.5,0.0006296
539.4,0.0007078
540.2,-8.394E-05
541.1,0.001543
542,0.001001
542.9,0.001419
543.8,0.0009987
544.7,0.0009205
545.6,-0.0002366
546.5,-0.0001593
547.3,-0.0006983
548.2,0.0002518
549.1,0.001461
550,0.001549
550.9,0.000372
551.8,0.001074
552.7,0.0004703
