Voltage U1	Corriente IA	Voltage U2	Voltage U3	Voltage UH
U1/V	IA/nA	U2/V	U3/V	UH/V

0,02	0,60	2,0	5,9	5,0
0,04	0,58	2,0	5,9	5,0
0,07	0,58	2,0	5,9	5,0
0,09	0,58	2,0	5,9	5,0
0,12	0,57	2,0	5,9	5,0
0,14	0,56	2,0	5,9	5,0
0,17	0,56	2,0	5,9	5,0
0,19	0,56	2,0	5,9	5,0
0,21	0,56	2,0	5,9	5,0
0,24	0,54	2,0	5,9	5,0
0,26	0,54	2,0	5,9	5,0
0,29	0,55	2,0	5,9	5,0
0,31	0,54	2,0	5,9	5,0
0,34	0,52	2,0	5,9	5,0
0,36	0,53	2,0	5,9	5,0
0,39	0,54	2,0	5,9	5,0
0,41	0,55	2,0	5,9	5,0
0,43	0,54	2,0	5,9	5,0
0,46	0,55	2,0	5,9	5,0
0,48	0,56	2,0	5,9	5,0
0,51	0,56	2,0	5,9	5,0
0,53	0,56	2,0	5,9	5,0
0,56	0,57	2,0	5,9	5,0
0,58	0,57	2,0	5,9	5,0
0,61	0,58	2,0	5,9	5,0
0,63	0,57	2,0	5,9	5,0
0,65	0,58	2,0	5,9	5,0
0,68	0,59	2,0	5,9	5,0
0,70	0,60	2,0	5,9	5,0
0,73	0,59	2,0	5,9	5,0
0,75	0,59	2,0	5,9	5,0
0,78	0,61	2,0	5,9	5,0
0,80	0,61	2,0	5,9	5,0
0,83	0,61	2,0	5,9	5,0
0,85	0,61	2,0	5,9	5,0
0,87	0,62	2,0	5,9	5,0
0,90	0,63	2,0	5,9	5,0
0,92	0,63	2,0	5,9	5,0
0,95	0,63	2,0	5,9	5,0
0,97	0,65	2,0	5,9	5,0
1,00	0,65	2,0	5,9	5,0
1,02	0,64	2,0	5,9	5,0
1,05	0,65	2,0	5,9	5,0
1,07	0,66	2,0	5,9	5,0
1,09	0,66	2,0	5,9	5,0
1,12	0,66	2,0	5,9	5,0
1,14	0,66	2,0	5,9	5,0
1,17	0,68	2,0	5,9	5,0
1,19	0,68	2,0	5,9	5,0
1,22	0,67	2,0	5,9	5,0
1,24	0,68	2,0	5,9	5,0
1,26	0,69	2,0	5,9	5,0
1,29	0,69	2,0	5,9	5,0
1,31	0,69	2,0	5,9	5,0
1,34	0,69	2,0	5,9	5,0
1,36	0,71	2,0	5,9	5,0
1,39	0,71	2,0	5,9	5,0
1,41	0,70	2,0	5,9	5,0
1,44	0,71	2,0	5,9	5,0
1,46	0,72	2,0	5,9	5,0
1,48	0,72	2,0	5,9	5,0
1,51	0,71	2,0	5,9	5,0
1,53	0,72	2,0	5,9	5,0
1,56	0,73	2,0	5,9	5,0
1,58	0,72	2,0	5,9	5,0
1,61	0,72	2,0	5,9	5,0
1,63	0,73	2,0	5,9	5,0
1,66	0,74	2,0	5,9	5,0
1,68	0,74	2,0	5,9	5,0
1,70	0,74	2,0	5,9	5,0
1,73	0,75	2,0	5,9	5,0
1,75	0,76	2,0	5,9	5,0
1,78	0,76	2,0	5,9	5,0
1,80	0,75	2,0	5,9	5,0
1,83	0,76	2,0	5,9	5,0
1,85	0,77	2,0	5,9	5,0
1,88	0,76	2,0	5,9	5,0
1,90	0,76	2,0	5,9	5,0
1,92	0,77	2,0	5,9	5,0
1,95	0,78	2,0	5,9	5,0
1,97	0,78	2,0	5,9	5,0
2,00	0,78	2,0	5,9	5,0
2,02	0,79	2,0	5,9	5,0
2,05	0,79	2,0	5,9	5,0
2,07	0,79	2,0	5,9	5,0
2,10	0,78	2,0	5,9	5,0
2,12	0,80	2,0	5,9	5,0
2,14	0,80	2,0	5,9	5,0
2,17	0,81	2,0	5,9	5,0
2,19	0,81	2,0	5,9	5,0
2,22	0,81	2,0	5,9	5,0
2,24	0,81	2,0	5,9	5,0
2,27	0,82	2,0	5,9	5,0
2,29	0,81	2,0	5,9	5,0
2,31	0,81	2,0	5,9	5,0
2,34	0,81	2,0	5,9	5,0
2,36	0,82	2,0	5,9	5,0
2,39	0,82	2,0	5,9	5,0
2,41	0,82	2,0	5,9	5,0
2,44	0,82	2,0	5,9	5,0
2,46	0,83	2,0	5,9	5,0
2,49	0,83	2,0	5,9	5,0
2,51	0,83	2,0	5,9	5,0
2,53	0,84	2,0	5,9	5,0
2,56	0,84	2,0	5,9	5,0
2,58	0,84	2,0	5,9	5,0
2,61	0,84	2,0	5,9	5,0
2,63	0,85	2,0	5,9	5,0
2,66	0,86	2,0	5,9	5,0
2,68	0,85	2,0	5,9	5,0
2,71	0,86	2,0	5,9	5,0
2,73	0,87	2,0	5,9	5,0
2,75	0,87	2,0	5,9	5,0
2,78	0,87	2,0	5,9	5,0
2,80	0,87	2,0	5,9	5,0
2,83	0,87	2,0	5,9	5,0
2,85	0,88	2,0	5,9	5,0
2,88	0,89	2,0	5,9	5,0
2,90	0,89	2,0	5,9	5,0
2,93	0,89	2,0	5,9	5,0
2,95	0,90	2,0	5,9	5,0
2,97	0,91	2,0	5,9	5,0
3,00	0,91	2,0	5,9	5,0
3,02	0,90	2,0	5,9	5,0
3,05	0,91	2,0	5,9	5,0
3,07	0,92	2,0	5,9	5,0
3,10	0,92	2,0	5,9	5,0
3,12	0,92	2,0	5,9	5,0
3,15	0,93	2,0	5,9	5,0
3,17	0,94	2,0	5,9	5,0
3,19	0,93	2,0	5,9	5,0
3,22	0,93	2,0	5,9	5,0
3,24	0,94	2,0	5,9	5,0
3,27	0,95	2,0	5,9	5,0
3,29	0,94	2,0	5,9	5,0
3,32	0,94	2,0	5,9	5,0
3,34	0,95	2,0	5,9	5,0
3,36	0,96	2,0	5,9	5,0
3,39	0,96	2,0	5,9	5,0
3,41	0,95	2,0	5,9	5,0
3,44	0,96	2,0	5,9	5,0
3,46	0,97	2,0	5,9	5,0
3,49	0,97	2,0	5,9	5,0
3,51	0,95	2,0	5,9	5,0
3,54	0,97	2,0	5,9	5,0
3,56	0,97	2,0	5,9	5,0
3,58	0,97	2,0	5,9	5,0
3,61	0,97	2,0	5,9	5,0
3,63	0,97	2,0	5,9	5,0
3,66	0,98	2,0	5,9	5,0
3,68	0,97	2,0	5,9	5,0
3,71	0,97	2,0	5,9	5,0
3,73	0,98	2,0	5,9	5,0
3,76	0,99	2,0	5,9	5,0
3,78	0,98	2,0	5,9	5,0
3,80	0,98	2,0	5,9	5,0
3,83	0,99	2,0	5,9	5,0
3,85	0,99	2,0	5,9	5,0
3,88	0,99	2,0	5,9	5,0
3,90	0,98	2,0	5,9	5,0
3,93	1,00	2,0	5,9	5,0
3,95	1,00	2,0	5,9	5,0
3,98	0,99	2,0	5,9	5,0
4,00	0,99	2,0	5,9	5,0
4,02	1,01	2,0	5,9	5,0
4,05	1,01	2,0	5,9	5,0
4,07	1,01	2,0	5,9	5,0
4,10	1,01	2,0	5,9	5,0
4,12	1,02	2,0	5,9	5,0
4,15	1,02	2,0	5,9	5,0
4,17	1,02	2,0	5,9	5,0
4,20	1,02	2,0	5,9	5,0
4,22	1,03	2,0	5,9	5,0
4,24	1,03	2,0	5,9	5,0
4,27	1,02	2,0	5,9	5,0
4,29	1,03	2,0	5,9	5,0
4,32	1,04	2,0	5,9	5,0
4,34	1,05	2,0	5,9	5,0
4,37	1,04	2,0	5,9	5,0
4,39	1,04	2,0	5,9	5,0
4,42	1,05	2,0	5,9	5,0
4,44	1,05	2,0	5,9	5,0
4,46	1,05	2,0	5,9	5,0
4,49	1,05	2,0	5,9	5,0
4,51	1,06	2,0	5,9	5,0
4,54	1,06	2,0	5,9	5,0
4,56	1,06	2,0	5,9	5,0
4,59	1,06	2,0	5,9	5,0
4,61	1,07	2,0	5,9	5,0
4,63	1,07	2,0	5,9	5,0
4,66	1,08	2,0	5,9	5,0
4,68	1,07	2,0	5,9	5,0
4,71	1,06	2,0	5,9	5,0
4,73	1,07	2,0	5,9	5,0
4,76	1,08	2,0	5,9	5,0
4,78	1,07	2,0	5,9	5,0
4,81	1,07	2,0	5,9	5,0
4,83	1,08	2,0	5,9	5,0
4,85	1,09	2,0	5,9	5,0
4,88	1,09	2,0	5,9	5,0
4,90	1,08	2,0	5,9	5,0
4,93	1,09	2,0	5,9	5,0
4,95	1,09	2,0	5,9	5,0
4,98	1,09	2,0	5,9	5,0
5,00	1,09	2,0	5,9	5,0
5,03	1,10	2,0	5,9	5,0
5,05	1,10	2,0	5,9	5,0
5,07	1,10	2,0	5,9	5,0
5,10	1,10	2,0	5,9	5,0
5,12	1,11	2,0	5,9	5,0
5,15	1,11	2,0	5,9	5,0
5,17	1,11	2,0	5,9	5,0
5,20	1,11	2,0	5,9	5,0
5,22	1,12	2,0	5,9	5,0
5,25	1,12	2,0	5,9	5,0
5,27	1,13	2,0	5,9	5,0
5,29	1,13	2,0	5,9	5,0
5,32	1,13	2,0	5,9	5,0
5,34	1,14	2,0	5,9	5,0
5,37	1,15	2,0	5,9	5,0
5,39	1,14	2,0	5,9	5,0
5,42	1,14	2,0	5,9	5,0
5,44	1,15	2,0	5,9	5,0
5,47	1,15	2,0	5,9	5,0
5,49	1,15	2,0	5,9	5,0
5,51	1,15	2,0	5,9	5,0
5,54	1,16	2,0	5,9	5,0
5,56	1,17	2,0	5,9	5,0
5,59	1,16	2,0	5,9	5,0
5,61	1,16	2,0	5,9	5,0
5,64	1,17	2,0	5,9	5,0
5,66	1,17	2,0	5,9	5,0
5,68	1,17	2,0	5,9	5,0
5,71	1,17	2,0	5,9	5,0
5,73	1,18	2,0	5,9	5,0
5,76	1,19	2,0	5,9	5,0
5,78	1,18	2,0	5,9	5,0
5,81	1,19	2,0	5,9	5,0
5,83	1,20	2,0	5,9	5,0
5,86	1,20	2,0	5,9	5,0
5,88	1,19	2,0	5,9	5,0
5,90	1,19	2,0	5,9	5,0
5,93	1,20	2,0	5,9	5,0
5,95	1,21	2,0	5,9	5,0
5,98	1,20	2,0	5,9	5,0
6,00	1,20	2,0	5,9	5,0
6,03	1,22	2,0	5,9	5,0
6,05	1,22	2,0	5,9	5,0
6,08	1,21	2,0	5,9	5,0
6,10	1,21	2,0	5,9	5,0
6,12	1,22	2,0	5,9	5,0
6,15	1,22	2,0	5,9	5,0
6,17	1,22	2,0	5,9	5,0
6,20	1,22	2,0	5,9	5,0
6,22	1,23	2,0	5,9	5,0
6,25	1,23	2,0	5,9	5,0
6,27	1,23	2,0	5,9	5,0
6,30	1,23	2,0	5,9	5,0
6,32	1,24	2,0	5,9	5,0
6,34	1,25	2,0	5,9	5,0
6,37	1,24	2,0	5,9	5,0
6,39	1,24	2,0	5,9	5,0
6,42	1,25	2,0	5,9	5,0
6,44	1,25	2,0	5,9	5,0
