x	y	dx	dy
518732885417093	0.7283333333	4.48652364	0.007375771334
549375085839857	0.8713333333	0.1006043283	0.007643130278
688336256850380	1.457666667	0.1579356008	0.009378925317
741369660183084	1.569666667	0.1832096577	0.04506708842
821307801538471	1.680666667	0.3179842719	0.0653117106
