x	y	dx	dy
518732885417093	0.727	4.48652364	0.006734727785
549375085839857	0.887	0.1006043283	0.007457382807
688336256850380	1.477333333	0.1579356008	0.01039201403
741369660183084	1.643666667	0.1832096577	0.01131203403
821307801538471	1.953666667	0.3179842719	0.01277268363
