Voltage U1	Corriente IA	Voltage U2	Voltage U3	Voltage UH
U1/V	IA/nA	U2/V	U3/V	UH/V

0,02	0,21	5,0	5,8	5,5
0,04	0,19	5,0	5,8	5,5
0,07	0,18	5,0	5,8	5,5
0,09	0,19	5,0	5,8	5,5
0,12	0,18	5,0	5,8	5,5
0,14	0,17	5,0	5,8	5,5
0,17	0,15	5,0	5,8	5,5
0,19	0,15	5,0	5,8	5,5
0,21	0,15	5,0	5,8	5,5
0,24	0,14	5,0	5,8	5,5
0,26	0,13	5,0	5,8	5,5
0,29	0,13	5,0	5,8	5,5
0,31	0,12	5,0	5,8	5,5
0,34	0,11	5,0	5,8	5,5
0,36	0,11	5,0	5,8	5,5
0,39	0,12	5,0	5,8	5,5
0,41	0,11	5,0	5,8	5,5
0,43	0,10	5,0	5,8	5,5
0,46	0,11	5,0	5,8	5,5
0,48	0,12	5,0	5,8	5,5
0,51	0,11	5,0	5,8	5,5
0,53	0,10	5,0	5,8	5,5
0,56	0,11	5,0	5,8	5,5
0,58	0,11	5,0	5,8	5,5
0,61	0,10	5,0	5,8	5,5
0,63	0,10	5,0	5,8	5,5
0,65	0,10	5,0	5,8	5,5
0,68	0,11	5,0	5,8	5,5
0,70	0,10	5,0	5,8	5,5
0,73	0,09	5,0	5,8	5,5
0,75	0,10	5,0	5,8	5,5
0,78	0,11	5,0	5,8	5,5
0,80	0,10	5,0	5,8	5,5
0,83	0,09	5,0	5,8	5,5
0,85	0,09	5,0	5,8	5,5
0,87	0,10	5,0	5,8	5,5
0,90	0,09	5,0	5,8	5,5
0,92	0,09	5,0	5,8	5,5
0,95	0,09	5,0	5,8	5,5
0,97	0,11	5,0	5,8	5,5
1,00	0,10	5,0	5,8	5,5
1,02	0,09	5,0	5,8	5,5
1,05	0,10	5,0	5,8	5,5
1,07	0,11	5,0	5,8	5,5
1,09	0,10	5,0	5,8	5,5
1,12	0,10	5,0	5,8	5,5
1,14	0,11	5,0	5,8	5,5
1,17	0,12	5,0	5,8	5,5
1,19	0,12	5,0	5,8	5,5
1,22	0,11	5,0	5,8	5,5
1,24	0,13	5,0	5,8	5,5
1,26	0,15	5,0	5,8	5,5
1,29	0,14	5,0	5,8	5,5
1,31	0,14	5,0	5,8	5,5
1,34	0,16	5,0	5,8	5,5
1,36	0,18	5,0	5,8	5,5
1,39	0,17	5,0	5,8	5,5
1,41	0,18	5,0	5,8	5,5
1,44	0,21	5,0	5,8	5,5
1,46	0,23	5,0	5,8	5,5
1,48	0,22	5,0	5,8	5,5
1,51	0,23	5,0	5,8	5,5
1,53	0,26	5,0	5,8	5,5
1,56	0,27	5,0	5,8	5,5
1,58	0,27	5,0	5,8	5,5
1,61	0,28	5,0	5,8	5,5
1,63	0,32	5,0	5,8	5,5
1,66	0,33	5,0	5,8	5,5
1,68	0,33	5,0	5,8	5,5
1,70	0,34	5,0	5,8	5,5
1,73	0,38	5,0	5,8	5,5
1,75	0,39	5,0	5,8	5,5
1,78	0,39	5,0	5,8	5,5
1,80	0,40	5,0	5,8	5,5
1,83	0,44	5,0	5,8	5,5
1,85	0,45	5,0	5,8	5,5
1,88	0,44	5,0	5,8	5,5
1,90	0,47	5,0	5,8	5,5
1,92	0,50	5,0	5,8	5,5
1,95	0,51	5,0	5,8	5,5
1,97	0,50	5,0	5,8	5,5
2,00	0,52	5,0	5,8	5,5
2,02	0,56	5,0	5,8	5,5
2,05	0,56	5,0	5,8	5,5
2,07	0,55	5,0	5,8	5,5
2,10	0,58	5,0	5,8	5,5
2,12	0,61	5,0	5,8	5,5
2,14	0,62	5,0	5,8	5,5
2,17	0,62	5,0	5,8	5,5
2,19	0,65	5,0	5,8	5,5
2,22	0,67	5,0	5,8	5,5
2,24	0,66	5,0	5,8	5,5
2,27	0,66	5,0	5,8	5,5
2,29	0,69	5,0	5,8	5,5
2,31	0,71	5,0	5,8	5,5
2,34	0,70	5,0	5,8	5,5
2,36	0,71	5,0	5,8	5,5
2,39	0,74	5,0	5,8	5,5
2,41	0,75	5,0	5,8	5,5
2,44	0,74	5,0	5,8	5,5
2,46	0,76	5,0	5,8	5,5
2,49	0,78	5,0	5,8	5,5
2,51	0,79	5,0	5,8	5,5
2,53	0,79	5,0	5,8	5,5
2,56	0,80	5,0	5,8	5,5
2,58	0,83	5,0	5,8	5,5
2,61	0,84	5,0	5,8	5,5
2,63	0,83	5,0	5,8	5,5
2,66	0,84	5,0	5,8	5,5
2,68	0,87	5,0	5,8	5,5
2,71	0,87	5,0	5,8	5,5
2,73	0,86	5,0	5,8	5,5
2,75	0,88	5,0	5,8	5,5
2,78	0,90	5,0	5,8	5,5
2,80	0,89	5,0	5,8	5,5
2,83	0,89	5,0	5,8	5,5
2,85	0,92	5,0	5,8	5,5
2,88	0,93	5,0	5,8	5,5
2,90	0,93	5,0	5,8	5,5
2,93	0,93	5,0	5,8	5,5
2,95	0,96	5,0	5,8	5,5
2,97	0,97	5,0	5,8	5,5
3,00	0,96	5,0	5,8	5,5
3,02	0,96	5,0	5,8	5,5
3,05	0,99	5,0	5,8	5,5
3,07	1,01	5,0	5,8	5,5
3,10	1,00	5,0	5,8	5,5
3,12	1,00	5,0	5,8	5,5
3,15	1,03	5,0	5,8	5,5
3,17	1,04	5,0	5,8	5,5
3,19	1,02	5,0	5,8	5,5
3,22	1,04	5,0	5,8	5,5
3,24	1,06	5,0	5,8	5,5
3,27	1,07	5,0	5,8	5,5
3,29	1,06	5,0	5,8	5,5
3,32	1,07	5,0	5,8	5,5
3,34	1,10	5,0	5,8	5,5
3,36	1,10	5,0	5,8	5,5
3,39	1,09	5,0	5,8	5,5
3,41	1,11	5,0	5,8	5,5
3,44	1,13	5,0	5,8	5,5
3,46	1,13	5,0	5,8	5,5
3,49	1,12	5,0	5,8	5,5
3,51	1,13	5,0	5,8	5,5
3,54	1,16	5,0	5,8	5,5
3,56	1,16	5,0	5,8	5,5
3,58	1,15	5,0	5,8	5,5
3,61	1,17	5,0	5,8	5,5
3,63	1,19	5,0	5,8	5,5
3,66	1,19	5,0	5,8	5,5
3,68	1,18	5,0	5,8	5,5
3,71	1,20	5,0	5,8	5,5
3,73	1,22	5,0	5,8	5,5
3,76	1,22	5,0	5,8	5,5
3,78	1,21	5,0	5,8	5,5
3,80	1,23	5,0	5,8	5,5
3,83	1,25	5,0	5,8	5,5
3,85	1,25	5,0	5,8	5,5
3,88	1,25	5,0	5,8	5,5
3,90	1,27	5,0	5,8	5,5
3,93	1,29	5,0	5,8	5,5
3,95	1,28	5,0	5,8	5,5
3,98	1,27	5,0	5,8	5,5
4,00	1,29	5,0	5,8	5,5
4,02	1,31	5,0	5,8	5,5
4,05	1,31	5,0	5,8	5,5
4,07	1,31	5,0	5,8	5,5
4,10	1,32	5,0	5,8	5,5
4,12	1,34	5,0	5,8	5,5
4,15	1,34	5,0	5,8	5,5
4,17	1,33	5,0	5,8	5,5
4,20	1,35	5,0	5,8	5,5
4,22	1,37	5,0	5,8	5,5
4,24	1,36	5,0	5,8	5,5
4,27	1,36	5,0	5,8	5,5
4,29	1,38	5,0	5,8	5,5
4,32	1,40	5,0	5,8	5,5
4,34	1,38	5,0	5,8	5,5
4,37	1,38	5,0	5,8	5,5
4,39	1,41	5,0	5,8	5,5
4,42	1,42	5,0	5,8	5,5
4,44	1,41	5,0	5,8	5,5
4,46	1,40	5,0	5,8	5,5
4,49	1,42	5,0	5,8	5,5
4,51	1,44	5,0	5,8	5,5
4,54	1,43	5,0	5,8	5,5
4,56	1,44	5,0	5,8	5,5
4,59	1,46	5,0	5,8	5,5
4,61	1,46	5,0	5,8	5,5
4,63	1,45	5,0	5,8	5,5
4,66	1,47	5,0	5,8	5,5
4,68	1,49	5,0	5,8	5,5
4,71	1,48	5,0	5,8	5,5
4,73	1,47	5,0	5,8	5,5
4,76	1,49	5,0	5,8	5,5
4,78	1,51	5,0	5,8	5,5
4,81	1,51	5,0	5,8	5,5
4,83	1,50	5,0	5,8	5,5
4,85	1,52	5,0	5,8	5,5
4,88	1,54	5,0	5,8	5,5
4,90	1,53	5,0	5,8	5,5
4,93	1,53	5,0	5,8	5,5
4,95	1,55	5,0	5,8	5,5
4,98	1,57	5,0	5,8	5,5
5,00	1,56	5,0	5,8	5,5
5,03	1,55	5,0	5,8	5,5
5,05	1,58	5,0	5,8	5,5
5,07	1,59	5,0	5,8	5,5
5,10	1,58	5,0	5,8	5,5
5,12	1,58	5,0	5,8	5,5
5,15	1,60	5,0	5,8	5,5
5,17	1,61	5,0	5,8	5,5
5,20	1,59	5,0	5,8	5,5
5,22	1,60	5,0	5,8	5,5
5,25	1,63	5,0	5,8	5,5
5,27	1,63	5,0	5,8	5,5
5,29	1,61	5,0	5,8	5,5
5,32	1,63	5,0	5,8	5,5
5,34	1,65	5,0	5,8	5,5
5,37	1,65	5,0	5,8	5,5
5,39	1,64	5,0	5,8	5,5
5,42	1,65	5,0	5,8	5,5
5,44	1,67	5,0	5,8	5,5
5,47	1,66	5,0	5,8	5,5
5,49	1,65	5,0	5,8	5,5
5,51	1,68	5,0	5,8	5,5
5,54	1,69	5,0	5,8	5,5
5,56	1,69	5,0	5,8	5,5
5,59	1,68	5,0	5,8	5,5
5,61	1,69	5,0	5,8	5,5
5,64	1,71	5,0	5,8	5,5
5,66	1,70	5,0	5,8	5,5
5,68	1,70	5,0	5,8	5,5
5,71	1,72	5,0	5,8	5,5
5,73	1,73	5,0	5,8	5,5
5,76	1,73	5,0	5,8	5,5
5,78	1,73	5,0	5,8	5,5
5,81	1,75	5,0	5,8	5,5
5,83	1,76	5,0	5,8	5,5
5,86	1,75	5,0	5,8	5,5
5,88	1,74	5,0	5,8	5,5
5,90	1,76	5,0	5,8	5,5
5,93	1,77	5,0	5,8	5,5
5,95	1,77	5,0	5,8	5,5
5,98	1,76	5,0	5,8	5,5
6,00	1,79	5,0	5,8	5,5
6,03	1,80	5,0	5,8	5,5
6,05	1,79	5,0	5,8	5,5
6,08	1,79	5,0	5,8	5,5
6,10	1,81	5,0	5,8	5,5
6,12	1,82	5,0	5,8	5,5
6,15	1,81	5,0	5,8	5,5
6,17	1,80	5,0	5,8	5,5
6,20	1,82	5,0	5,8	5,5
6,22	1,84	5,0	5,8	5,5
6,25	1,82	5,0	5,8	5,5
6,27	1,82	5,0	5,8	5,5
6,30	1,85	5,0	5,8	5,5
6,32	1,86	5,0	5,8	5,5
6,34	1,84	5,0	5,8	5,5
6,37	1,83	5,0	5,8	5,5
6,39	1,86	5,0	5,8	5,5
6,42	1,87	5,0	5,8	5,5
6,44	1,85	5,0	5,8	5,5
