Voltage U1	Corriente IA	Voltage U2	Voltage U3	Voltage UH
U1/V	IA/nA	U2/V	U3/V	UH/V

0,02	0,43	3,0	5,9	5,0
0,04	0,42	3,0	5,9	5,0
0,07	0,41	3,0	5,9	5,0
0,09	0,42	3,0	5,9	5,0
0,12	0,41	3,0	5,9	5,0
0,14	0,40	3,0	5,9	5,0
0,17	0,40	3,0	5,9	5,0
0,19	0,41	3,0	5,9	5,0
0,21	0,41	3,0	5,9	5,0
0,24	0,40	3,0	5,9	5,0
0,26	0,39	3,0	5,9	5,0
0,29	0,40	3,0	5,9	5,0
0,31	0,40	3,0	5,9	5,0
0,34	0,39	3,0	5,9	5,0
0,36	0,39	3,0	5,9	5,0
0,39	0,40	3,0	5,9	5,0
0,41	0,42	3,0	5,9	5,0
0,43	0,41	3,0	5,9	5,0
0,46	0,41	3,0	5,9	5,0
0,48	0,42	3,0	5,9	5,0
0,51	0,43	3,0	5,9	5,0
0,53	0,43	3,0	5,9	5,0
0,56	0,43	3,0	5,9	5,0
0,58	0,43	3,0	5,9	5,0
0,61	0,45	3,0	5,9	5,0
0,63	0,45	3,0	5,9	5,0
0,65	0,44	3,0	5,9	5,0
0,68	0,45	3,0	5,9	5,0
0,70	0,46	3,0	5,9	5,0
0,73	0,46	3,0	5,9	5,0
0,75	0,46	3,0	5,9	5,0
0,78	0,47	3,0	5,9	5,0
0,80	0,48	3,0	5,9	5,0
0,83	0,47	3,0	5,9	5,0
0,85	0,47	3,0	5,9	5,0
0,87	0,48	3,0	5,9	5,0
0,90	0,49	3,0	5,9	5,0
0,92	0,50	3,0	5,9	5,0
0,95	0,50	3,0	5,9	5,0
0,97	0,51	3,0	5,9	5,0
1,00	0,51	3,0	5,9	5,0
1,02	0,51	3,0	5,9	5,0
1,05	0,51	3,0	5,9	5,0
1,07	0,52	3,0	5,9	5,0
1,09	0,52	3,0	5,9	5,0
1,12	0,52	3,0	5,9	5,0
1,14	0,52	3,0	5,9	5,0
1,17	0,53	3,0	5,9	5,0
1,19	0,54	3,0	5,9	5,0
1,22	0,53	3,0	5,9	5,0
1,24	0,54	3,0	5,9	5,0
1,26	0,55	3,0	5,9	5,0
1,29	0,55	3,0	5,9	5,0
1,31	0,54	3,0	5,9	5,0
1,34	0,55	3,0	5,9	5,0
1,36	0,56	3,0	5,9	5,0
1,39	0,57	3,0	5,9	5,0
1,41	0,56	3,0	5,9	5,0
1,44	0,57	3,0	5,9	5,0
1,46	0,58	3,0	5,9	5,0
1,48	0,58	3,0	5,9	5,0
1,51	0,58	3,0	5,9	5,0
1,53	0,58	3,0	5,9	5,0
1,56	0,59	3,0	5,9	5,0
1,58	0,59	3,0	5,9	5,0
1,61	0,58	3,0	5,9	5,0
1,63	0,59	3,0	5,9	5,0
1,66	0,60	3,0	5,9	5,0
1,68	0,61	3,0	5,9	5,0
1,70	0,60	3,0	5,9	5,0
1,73	0,61	3,0	5,9	5,0
1,75	0,63	3,0	5,9	5,0
1,78	0,63	3,0	5,9	5,0
1,80	0,61	3,0	5,9	5,0
1,83	0,62	3,0	5,9	5,0
1,85	0,63	3,0	5,9	5,0
1,88	0,64	3,0	5,9	5,0
1,90	0,63	3,0	5,9	5,0
1,92	0,64	3,0	5,9	5,0
1,95	0,65	3,0	5,9	5,0
1,97	0,65	3,0	5,9	5,0
2,00	0,64	3,0	5,9	5,0
2,02	0,65	3,0	5,9	5,0
2,05	0,66	3,0	5,9	5,0
2,07	0,66	3,0	5,9	5,0
2,10	0,66	3,0	5,9	5,0
2,12	0,66	3,0	5,9	5,0
2,14	0,67	3,0	5,9	5,0
2,17	0,68	3,0	5,9	5,0
2,19	0,68	3,0	5,9	5,0
2,22	0,68	3,0	5,9	5,0
2,24	0,69	3,0	5,9	5,0
2,27	0,70	3,0	5,9	5,0
2,29	0,69	3,0	5,9	5,0
2,31	0,69	3,0	5,9	5,0
2,34	0,69	3,0	5,9	5,0
2,36	0,70	3,0	5,9	5,0
2,39	0,71	3,0	5,9	5,0
2,41	0,70	3,0	5,9	5,0
2,44	0,71	3,0	5,9	5,0
2,46	0,72	3,0	5,9	5,0
2,49	0,72	3,0	5,9	5,0
2,51	0,71	3,0	5,9	5,0
2,53	0,72	3,0	5,9	5,0
2,56	0,73	3,0	5,9	5,0
2,58	0,73	3,0	5,9	5,0
2,61	0,72	3,0	5,9	5,0
2,63	0,73	3,0	5,9	5,0
2,66	0,74	3,0	5,9	5,0
2,68	0,74	3,0	5,9	5,0
2,71	0,73	3,0	5,9	5,0
2,73	0,74	3,0	5,9	5,0
2,75	0,75	3,0	5,9	5,0
2,78	0,75	3,0	5,9	5,0
2,80	0,75	3,0	5,9	5,0
2,83	0,75	3,0	5,9	5,0
2,85	0,75	3,0	5,9	5,0
2,88	0,76	3,0	5,9	5,0
2,90	0,77	3,0	5,9	5,0
2,93	0,76	3,0	5,9	5,0
2,95	0,76	3,0	5,9	5,0
2,97	0,77	3,0	5,9	5,0
3,00	0,77	3,0	5,9	5,0
3,02	0,77	3,0	5,9	5,0
3,05	0,77	3,0	5,9	5,0
3,07	0,78	3,0	5,9	5,0
3,10	0,79	3,0	5,9	5,0
3,12	0,78	3,0	5,9	5,0
3,15	0,78	3,0	5,9	5,0
3,17	0,80	3,0	5,9	5,0
3,19	0,80	3,0	5,9	5,0
3,22	0,79	3,0	5,9	5,0
3,24	0,80	3,0	5,9	5,0
3,27	0,81	3,0	5,9	5,0
3,29	0,81	3,0	5,9	5,0
3,32	0,81	3,0	5,9	5,0
3,34	0,82	3,0	5,9	5,0
3,36	0,83	3,0	5,9	5,0
3,39	0,83	3,0	5,9	5,0
3,41	0,82	3,0	5,9	5,0
3,44	0,82	3,0	5,9	5,0
3,46	0,83	3,0	5,9	5,0
3,49	0,83	3,0	5,9	5,0
3,51	0,82	3,0	5,9	5,0
3,54	0,83	3,0	5,9	5,0
3,56	0,84	3,0	5,9	5,0
3,58	0,84	3,0	5,9	5,0
3,61	0,83	3,0	5,9	5,0
3,63	0,84	3,0	5,9	5,0
3,66	0,85	3,0	5,9	5,0
3,68	0,85	3,0	5,9	5,0
3,71	0,84	3,0	5,9	5,0
3,73	0,85	3,0	5,9	5,0
3,76	0,85	3,0	5,9	5,0
3,78	0,85	3,0	5,9	5,0
3,80	0,85	3,0	5,9	5,0
3,83	0,86	3,0	5,9	5,0
3,85	0,87	3,0	5,9	5,0
3,88	0,86	3,0	5,9	5,0
3,90	0,86	3,0	5,9	5,0
3,93	0,86	3,0	5,9	5,0
3,95	0,87	3,0	5,9	5,0
3,98	0,87	3,0	5,9	5,0
4,00	0,86	3,0	5,9	5,0
4,02	0,87	3,0	5,9	5,0
4,05	0,88	3,0	5,9	5,0
4,07	0,88	3,0	5,9	5,0
4,10	0,88	3,0	5,9	5,0
4,12	0,89	3,0	5,9	5,0
4,15	0,89	3,0	5,9	5,0
4,17	0,89	3,0	5,9	5,0
4,20	0,89	3,0	5,9	5,0
4,22	0,89	3,0	5,9	5,0
4,24	0,90	3,0	5,9	5,0
4,27	0,90	3,0	5,9	5,0
4,29	0,89	3,0	5,9	5,0
4,32	0,90	3,0	5,9	5,0
4,34	0,91	3,0	5,9	5,0
4,37	0,91	3,0	5,9	5,0
4,39	0,91	3,0	5,9	5,0
4,42	0,91	3,0	5,9	5,0
4,44	0,92	3,0	5,9	5,0
4,46	0,91	3,0	5,9	5,0
4,49	0,91	3,0	5,9	5,0
4,51	0,92	3,0	5,9	5,0
4,54	0,92	3,0	5,9	5,0
4,56	0,92	3,0	5,9	5,0
4,59	0,93	3,0	5,9	5,0
4,61	0,92	3,0	5,9	5,0
4,63	0,93	3,0	5,9	5,0
4,66	0,94	3,0	5,9	5,0
4,68	0,94	3,0	5,9	5,0
4,71	0,93	3,0	5,9	5,0
4,73	0,94	3,0	5,9	5,0
4,76	0,95	3,0	5,9	5,0
4,78	0,94	3,0	5,9	5,0
4,81	0,94	3,0	5,9	5,0
4,83	0,95	3,0	5,9	5,0
4,85	0,96	3,0	5,9	5,0
4,88	0,96	3,0	5,9	5,0
4,90	0,95	3,0	5,9	5,0
4,93	0,96	3,0	5,9	5,0
4,95	0,97	3,0	5,9	5,0
4,98	0,96	3,0	5,9	5,0
5,00	0,96	3,0	5,9	5,0
5,03	0,97	3,0	5,9	5,0
5,05	0,97	3,0	5,9	5,0
5,07	0,97	3,0	5,9	5,0
5,10	0,97	3,0	5,9	5,0
5,12	0,98	3,0	5,9	5,0
5,15	0,99	3,0	5,9	5,0
5,17	0,98	3,0	5,9	5,0
5,20	0,98	3,0	5,9	5,0
5,22	0,99	3,0	5,9	5,0
5,25	0,99	3,0	5,9	5,0
5,27	1,01	3,0	5,9	5,0
5,29	1,00	3,0	5,9	5,0
5,32	1,00	3,0	5,9	5,0
5,34	1,00	3,0	5,9	5,0
5,37	1,01	3,0	5,9	5,0
5,39	1,01	3,0	5,9	5,0
5,42	0,99	3,0	5,9	5,0
5,44	1,00	3,0	5,9	5,0
5,47	1,01	3,0	5,9	5,0
5,49	1,01	3,0	5,9	5,0
5,51	1,01	3,0	5,9	5,0
5,54	1,01	3,0	5,9	5,0
5,56	1,03	3,0	5,9	5,0
5,59	1,02	3,0	5,9	5,0
5,61	1,01	3,0	5,9	5,0
5,64	1,02	3,0	5,9	5,0
5,66	1,03	3,0	5,9	5,0
5,68	1,03	3,0	5,9	5,0
5,71	1,02	3,0	5,9	5,0
5,73	1,03	3,0	5,9	5,0
5,76	1,04	3,0	5,9	5,0
5,78	1,04	3,0	5,9	5,0
5,81	1,03	3,0	5,9	5,0
5,83	1,04	3,0	5,9	5,0
5,86	1,05	3,0	5,9	5,0
5,88	1,05	3,0	5,9	5,0
5,90	1,04	3,0	5,9	5,0
5,93	1,05	3,0	5,9	5,0
5,95	1,06	3,0	5,9	5,0
5,98	1,06	3,0	5,9	5,0
6,00	1,05	3,0	5,9	5,0
6,03	1,07	3,0	5,9	5,0
6,05	1,07	3,0	5,9	5,0
6,08	1,07	3,0	5,9	5,0
6,10	1,07	3,0	5,9	5,0
6,12	1,07	3,0	5,9	5,0
6,15	1,08	3,0	5,9	5,0
6,17	1,07	3,0	5,9	5,0
6,20	1,07	3,0	5,9	5,0
6,22	1,09	3,0	5,9	5,0
6,25	1,09	3,0	5,9	5,0
6,27	1,09	3,0	5,9	5,0
6,30	1,09	3,0	5,9	5,0
6,32	1,10	3,0	5,9	5,0
6,34	1,10	3,0	5,9	5,0
6,37	1,09	3,0	5,9	5,0
6,39	1,09	3,0	5,9	5,0
6,42	1,10	3,0	5,9	5,0
6,44	1,11	3,0	5,9	5,0
