Voltage U1	Corriente IA	Voltage U2	Voltage U3	Voltage UH
U1/V	IA/nA	U2/V	U3/V	UH/V

0,02	0,06	5,0	5,9	7,0
0,04	0,06	5,0	5,9	7,0
0,07	0,06	5,0	5,9	7,0
0,09	0,08	5,0	5,9	7,0
0,12	0,08	5,0	5,9	7,0
0,14	0,08	5,0	5,9	7,0
0,17	0,08	5,0	5,9	7,0
0,19	0,10	5,0	5,9	7,0
0,21	0,10	5,0	5,9	7,0
0,24	0,10	5,0	5,9	7,0
0,26	0,08	5,0	5,9	7,0
0,29	0,10	5,0	5,9	7,0
0,31	0,10	5,0	5,9	7,0
0,34	0,10	5,0	5,9	7,0
0,36	0,09	5,0	5,9	7,0
0,39	0,11	5,0	5,9	7,0
0,41	0,11	5,0	5,9	7,0
0,43	0,10	5,0	5,9	7,0
0,46	0,10	5,0	5,9	7,0
0,48	0,12	5,0	5,9	7,0
0,51	0,12	5,0	5,9	7,0
0,53	0,12	5,0	5,9	7,0
0,56	0,11	5,0	5,9	7,0
0,58	0,13	5,0	5,9	7,0
0,61	0,13	5,0	5,9	7,0
0,63	0,12	5,0	5,9	7,0
0,65	0,11	5,0	5,9	7,0
0,68	0,14	5,0	5,9	7,0
0,70	0,14	5,0	5,9	7,0
0,73	0,13	5,0	5,9	7,0
0,75	0,14	5,0	5,9	7,0
0,78	0,17	5,0	5,9	7,0
0,80	0,18	5,0	5,9	7,0
0,83	0,18	5,0	5,9	7,0
0,85	0,20	5,0	5,9	7,0
0,87	0,26	5,0	5,9	7,0
0,90	0,30	5,0	5,9	7,0
0,92	0,34	5,0	5,9	7,0
0,95	0,39	5,0	5,9	7,0
0,97	0,48	5,0	5,9	7,0
1,00	0,56	5,0	5,9	7,0
1,02	0,64	5,0	5,9	7,0
1,05	0,74	5,0	5,9	7,0
1,07	0,87	5,0	5,9	7,0
1,09	1,00	5,0	5,9	7,0
1,12	1,12	5,0	5,9	7,0
1,14	1,28	5,0	5,9	7,0
1,17	1,46	5,0	5,9	7,0
1,19	1,65	5,0	5,9	7,0
1,22	1,83	5,0	5,9	7,0
1,24	2,02	5,0	5,9	7,0
1,26	2,25	5,0	5,9	7,0
1,29	2,45	5,0	5,9	7,0
1,31	2,66	5,0	5,9	7,0
1,34	2,88	5,0	5,9	7,0
1,36	3,12	5,0	5,9	7,0
1,39	3,35	5,0	5,9	7,0
1,41	3,59	5,0	5,9	7,0
1,44	3,85	5,0	5,9	7,0
1,46	4,11	5,0	5,9	7,0
1,48	4,36	5,0	5,9	7,0
1,51	4,61	5,0	5,9	7,0
1,53	4,89	5,0	5,9	7,0
1,56	5,14	5,0	5,9	7,0
1,58	5,39	5,0	5,9	7,0
1,61	5,63	5,0	5,9	7,0
1,63	5,88	5,0	5,9	7,0
1,66	6,14	5,0	5,9	7,0
1,68	6,37	5,0	5,9	7,0
1,70	6,62	5,0	5,9	7,0
1,73	6,89	5,0	5,9	7,0
1,75	7,14	5,0	5,9	7,0
1,78	7,36	5,0	5,9	7,0
1,80	7,61	5,0	5,9	7,0
1,83	7,86	5,0	5,9	7,0
1,85	8,10	5,0	5,9	7,0
1,88	8,29	5,0	5,9	7,0
1,90	8,51	5,0	5,9	7,0
1,92	8,76	5,0	5,9	7,0
1,95	8,98	5,0	5,9	7,0
1,97	9,17	5,0	5,9	7,0
2,00	9,39	5,0	5,9	7,0
2,02	9,62	5,0	5,9	7,0
2,05	9,84	5,0	5,9	7,0
2,07	10,01	5,0	5,9	7,0
2,10	10,21	5,0	5,9	7,0
2,12	10,44	5,0	5,9	7,0
2,14	10,63	5,0	5,9	7,0
2,17	10,80	5,0	5,9	7,0
2,19	10,99	5,0	5,9	7,0
2,22	11,21	5,0	5,9	7,0
2,24	11,40	5,0	5,9	7,0
2,27	11,56	5,0	5,9	7,0
2,29	11,72	5,0	5,9	7,0
2,31	11,89	5,0	5,9	7,0
2,34	12,08	5,0	5,9	7,0
2,36	12,24	5,0	5,9	7,0
2,39	12,41	5,0	5,9	7,0
2,41	12,58	5,0	5,9	7,0
2,44	12,76	5,0	5,9	7,0
2,46	12,93	5,0	5,9	7,0
2,49	13,08	5,0	5,9	7,0
2,51	13,24	5,0	5,9	7,0
2,53	13,41	5,0	5,9	7,0
2,56	13,56	5,0	5,9	7,0
2,58	13,71	5,0	5,9	7,0
2,61	13,84	5,0	5,9	7,0
2,63	14,00	5,0	5,9	7,0
2,66	14,15	5,0	5,9	7,0
2,68	14,32	5,0	5,9	7,0
2,71	14,46	5,0	5,9	7,0
2,73	14,60	5,0	5,9	7,0
2,75	14,75	5,0	5,9	7,0
2,78	14,90	5,0	5,9	7,0
2,80	15,02	5,0	5,9	7,0
2,83	15,15	5,0	5,9	7,0
2,85	15,30	5,0	5,9	7,0
2,88	15,45	5,0	5,9	7,0
2,90	15,57	5,0	5,9	7,0
2,93	15,70	5,0	5,9	7,0
2,95	15,84	5,0	5,9	7,0
2,97	15,98	5,0	5,9	7,0
3,00	16,09	5,0	5,9	7,0
3,02	16,22	5,0	5,9	7,0
3,05	16,37	5,0	5,9	7,0
3,07	16,49	5,0	5,9	7,0
3,10	16,60	5,0	5,9	7,0
3,12	16,72	5,0	5,9	7,0
3,15	16,87	5,0	5,9	7,0
3,17	17,00	5,0	5,9	7,0
3,19	17,10	5,0	5,9	7,0
3,22	17,22	5,0	5,9	7,0
3,24	17,38	5,0	5,9	7,0
3,27	17,49	5,0	5,9	7,0
3,29	17,57	5,0	5,9	7,0
3,32	17,70	5,0	5,9	7,0
3,34	17,85	5,0	5,9	7,0
3,36	17,96	5,0	5,9	7,0
3,39	18,05	5,0	5,9	7,0
3,41	18,19	5,0	5,9	7,0
3,44	18,34	5,0	5,9	7,0
3,46	18,45	5,0	5,9	7,0
3,49	18,55	5,0	5,9	7,0
3,51	18,67	5,0	5,9	7,0
3,54	18,82	5,0	5,9	7,0
3,56	18,93	5,0	5,9	7,0
3,58	19,01	5,0	5,9	7,0
3,61	19,13	5,0	5,9	7,0
3,63	19,27	5,0	5,9	7,0
3,66	19,37	5,0	5,9	7,0
3,68	19,46	5,0	5,9	7,0
3,71	19,58	5,0	5,9	7,0
3,73	19,72	5,0	5,9	7,0
3,76	19,82	5,0	5,9	7,0
3,78	19,88	5,0	5,9	7,0
3,80	20,01	5,0	5,9	7,0
3,83	20,14	5,0	5,9	7,0
3,85	20,23	5,0	5,9	7,0
3,88	20,30	5,0	5,9	7,0
3,90	20,42	5,0	5,9	7,0
3,93	20,56	5,0	5,9	7,0
3,95	20,64	5,0	5,9	7,0
3,98	20,71	5,0	5,9	7,0
4,00	20,83	5,0	5,9	7,0
4,02	20,97	5,0	5,9	7,0
4,05	21,05	5,0	5,9	7,0
4,07	21,14	5,0	5,9	7,0
4,10	21,26	5,0	5,9	7,0
4,12	21,39	5,0	5,9	7,0
4,15	21,48	5,0	5,9	7,0
4,17	21,54	5,0	5,9	7,0
4,20	21,67	5,0	5,9	7,0
4,22	21,80	5,0	5,9	7,0
4,24	21,88	5,0	5,9	7,0
4,27	21,95	5,0	5,9	7,0
4,29	22,06	5,0	5,9	7,0
4,32	22,19	5,0	5,9	7,0
4,34	22,27	5,0	5,9	7,0
4,37	22,35	5,0	5,9	7,0
4,39	22,47	5,0	5,9	7,0
4,42	22,59	5,0	5,9	7,0
4,44	22,66	5,0	5,9	7,0
4,46	22,74	5,0	5,9	7,0
4,49	22,86	5,0	5,9	7,0
4,51	22,98	5,0	5,9	7,0
4,54	23,06	5,0	5,9	7,0
4,56	23,15	5,0	5,9	7,0
4,59	23,27	5,0	5,9	7,0
4,61	23,38	5,0	5,9	7,0
4,63	23,45	5,0	5,9	7,0
4,66	23,54	5,0	5,9	7,0
4,68	23,66	5,0	5,9	7,0
4,71	23,77	5,0	5,9	7,0
4,73	23,84	5,0	5,9	7,0
4,76	23,93	5,0	5,9	7,0
4,78	24,01	5,0	5,9	7,0
4,81	24,11	5,0	5,9	7,0
4,83	24,22	5,0	5,9	7,0
4,85	24,31	5,0	5,9	7,0
4,88	24,39	5,0	5,9	7,0
4,90	24,48	5,0	5,9	7,0
4,93	24,59	5,0	5,9	7,0
4,95	24,67	5,0	5,9	7,0
4,98	24,74	5,0	5,9	7,0
5,00	24,84	5,0	5,9	7,0
5,03	24,93	5,0	5,9	7,0
5,05	25,02	5,0	5,9	7,0
5,07	25,10	5,0	5,9	7,0
5,10	25,17	5,0	5,9	7,0
5,12	25,27	5,0	5,9	7,0
5,15	25,40	5,0	5,9	7,0
5,17	25,47	5,0	5,9	7,0
5,20	25,52	5,0	5,9	7,0
5,22	25,61	5,0	5,9	7,0
5,25	25,72	5,0	5,9	7,0
5,27	25,80	5,0	5,9	7,0
5,29	25,84	5,0	5,9	7,0
5,32	25,95	5,0	5,9	7,0
5,34	26,07	5,0	5,9	7,0
5,37	26,13	5,0	5,9	7,0
5,39	26,18	5,0	5,9	7,0
5,42	26,27	5,0	5,9	7,0
5,44	26,38	5,0	5,9	7,0
5,47	26,45	5,0	5,9	7,0
5,49	26,48	5,0	5,9	7,0
5,51	26,59	5,0	5,9	7,0
5,54	26,71	5,0	5,9	7,0
5,56	26,76	5,0	5,9	7,0
5,59	26,81	5,0	5,9	7,0
5,61	26,91	5,0	5,9	7,0
5,64	27,01	5,0	5,9	7,0
5,66	27,07	5,0	5,9	7,0
5,68	27,10	5,0	5,9	7,0
5,71	27,20	5,0	5,9	7,0
5,73	27,32	5,0	5,9	7,0
5,76	27,38	5,0	5,9	7,0
5,78	27,43	5,0	5,9	7,0
5,81	27,53	5,0	5,9	7,0
5,83	27,64	5,0	5,9	7,0
5,86	27,71	5,0	5,9	7,0
5,88	27,74	5,0	5,9	7,0
5,90	27,83	5,0	5,9	7,0
5,93	27,94	5,0	5,9	7,0
5,95	27,98	5,0	5,9	7,0
5,98	28,03	5,0	5,9	7,0
6,00	28,13	5,0	5,9	7,0
6,03	28,23	5,0	5,9	7,0
6,05	28,29	5,0	5,9	7,0
6,08	28,34	5,0	5,9	7,0
6,10	28,44	5,0	5,9	7,0
6,12	28,53	5,0	5,9	7,0
6,15	28,58	5,0	5,9	7,0
6,17	28,64	5,0	5,9	7,0
6,20	28,73	5,0	5,9	7,0
6,22	28,82	5,0	5,9	7,0
6,25	28,87	5,0	5,9	7,0
6,27	28,94	5,0	5,9	7,0
6,30	29,04	5,0	5,9	7,0
6,32	29,12	5,0	5,9	7,0
6,34	29,17	5,0	5,9	7,0
6,37	29,23	5,0	5,9	7,0
6,39	29,33	5,0	5,9	7,0
6,42	29,40	5,0	5,9	7,0
6,44	29,45	5,0	5,9	7,0
