Begin Header
Date,01/04/2002 17:48:00
X-Label,Nanometers
Y-Label,Arbitrary
NumPoints,508
StartValue,350
EndValue,800
Steps,1
GaussFilter,0
NoiseFilter,True
AmplCorrection,True
DarkCorrection,True
AddCycles,1
Iterations,1
AutoExposure,False
MaxCycleTime,10
ExposureTime,3
CoolerFilter,False
CoolerTemp,292,9
End Header
nm,Value
608.7,0.1752
609.6,0.138
610.5,0.2843
611.4,-0.1482
612.3,-0.07473
613.2,-0.1514
614.1,-0.07822
615,0.01972
615.9,0.1692
616.8,0.3778
617.6,0.4369
618.5,0.001272
619.4,0.3609
620.3,0.1173
621.2,0.2026
622.1,-0.03943
623,-0.2267
623.9,0.07632
624.8,0.08299
625.7,-0.001272
626.5,0.4118
627.4,0.07759
628.3,0.4754
629.2,0.1539
630.1,-0.000636
631,0.158
631.9,0.07568
632.8,0.08872
633.7,0.06868
634.6,-0.001272
635.4,-0.000318
636.3,0.2007
637.2,-0.1708
638.1,-0.08331
639,-0.00159
639.9,-0.1466
640.8,-0.256
641.7,-0.09381
642.6,0.1386
643.5,0
644.3,-0.1749
645.2,0.1708
646.1,0.338
647,-0.00318
647.9,0
648.8,0.1568
649.7,0.2417
650.6,0.1828
651.5,0.8923
652.4,1.244
653.2,1.22
654.1,0.3275
655,2.62
655.9,96.08
656.8,43.47
657.7,1.311
658.6,0.9495
659.5,0.5021
660.4,0.1752
661.3,0.08331
662.1,-0.007314
663,0.3781
663.9,-0.03084
664.8,0.5876
665.7,0.345
666.6,0.1987
667.5,0.2099
668.4,-0.2159
669.3,0.1523
670.2,0.3752
671,0.2226
671.9,-0.1138
672.8,0.01208
673.7,-0.01145
674.6,0.2185
675.5,-0.2216
676.4,0.4525
677.3,0.1695
678.2,-0.2267
679.1,0.2566
679.9,0.7266
680.8,0.7326
681.7,0.2388
682.6,-0.06328
683.5,-0.1634
684.4,0.7399
685.3,-0.5031
686.2,-0.1526
687.1,0.2531
687.9,0.643
688.8,0.2627
689.7,-0.7864
690.6,-0.5218
691.5,-0.3291
692.4,-0.5676
693.3,-0.3313
694.2,-0.5746
695.1,0.8109
696,0.2735
696.8,0.3463
697.7,0.3886
698.6,-0.1959
699.5,0.3867
700.4,0.5094
701.3,-0.001272
702.2,0.3075
703.1,0.2916
704,0.1883
704.9,0
705.7,-0.002544
706.6,0.4433
707.5,0.3119
708.4,-0.002544
709.3,0.3151
710.2,0.7864
711.1,0.9323
712,0.8442
712.9,0.2436
713.8,-0.01018
714.6,0.7991
715.5,1.344
716.4,0.3256
717.3,0.165
718.2,0.6989
719.1,-0.3635
720,-0.3574
720.9,-0.5482
721.8,1.824
